loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,emp_length,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,installment_feat,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,application_type_INDIVIDUAL,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,term_ 36 months,term_ 60 months,loan_status
-0.46893879703937014,-0.46893879703937014,-0.4683492091552378,-0.5864607956214484,-0.3533192530191411,-0.8651332173923729,0.01017596564637757,-0.1228825007224561,-0.3054418725219261,-0.34340071187702315,1.9352129282212047,-0.27378210986349943,-0.3774531479446509,-0.35542115285216547,-1.0957886685683265,0.41756400391990534,-0.3979702733015913,-0.39797062226656454,0.1367887427625456,0.13743662943106277,0.29069966032566996,-0.4104169738798083,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,0.9236687598635763,0.3965805335539748,-0.09548974374557205,-0.17513583318913553,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.14221364549713933,0.14221364549713933,0.14306874393284627,0.1757825296885645,-0.27064513683084906,-0.13103629979171713,-0.8149023300058597,0.005143683056129221,-1.817660276654229,0.8206694978755978,1.9352129282212047,-0.8483510707522701,-0.3774531479446509,-0.2651889564747831,-0.5520693221229405,0.2575931184032287,-0.3979702733015913,-0.39797062226656454,0.9009547213057478,0.90202047705646,0.9143122795347027,0.4119082938081484,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,-0.8725838334657506,-0.1919320716429693,-0.5594518262449737,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3866746225117431,0.3866746225117431,0.38763592516807993,1.8734040949070292,0.23788487143712483,2.0712544530102504,-1.364954527107351,1.2498426920145977,-1.7764179565415297,0.8206694978755978,2.846330126065463,0.6838328249511184,-0.3774531479446509,-0.19986606095493403,-1.8423239617036586,2.8971127294283936,-0.3979702733015913,-0.39797062226656454,0.9522082443834804,0.9533015364796822,1.163757327218316,-0.3374051606203487,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,0.6307764486682989,7.644416335762779,1.6504489509486884,-1.497633920555033,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-0.34670830853206824,-0.34670830853206824,-0.34606561853762097,-0.10303213797645498,-0.7012651607922208,-0.13103629979171713,-1.6399806256580969,-0.20823328990817963,-0.14422189389955672,-0.34340071187702315,0.11297853253268803,-0.27378210986349943,1.804356955781655,-0.6844567213758812,-2.321314814524594,-0.7022321946968313,-0.3979702733015913,-0.39797062226656454,0.3819660300541531,0.38274783956151287,0.4154221841674765,0.14541614194293515,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,-0.7613478508956636,0.09739491204922245,-0.22353759098179846,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3866746225117431,0.3866746225117431,0.38763592516807993,0.5535314342669775,-0.00483943391449237,0.6030606178089387,1.1102803598493605,-0.13668799087324687,0.7868547268265305,-0.34340071187702315,-0.7981386653115702,-0.27378210986349943,-0.3774531479446509,-0.22910538981200118,0.4576951784184914,0.49754944667824363,-0.3979702733015913,-0.39797062226656454,1.1352020150844928,1.1363950440519321,1.163757327218316,0.4381496325689948,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,0.24893144617609286,-0.41474710506109397,0.3555511582190399,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
-1.226767825784642,-1.226767825784642,-1.2265074709844621,0.04761772277803131,-1.1780479798830714,-0.13103629979171713,-0.8149023300058597,-0.17267046108079484,0.14447434688933772,-0.34340071187702315,0.11297853253268803,1.0668787988769657,-0.3774531479446509,-0.21285614495353553,-1.6351927821054164,-0.14233409538846295,-0.3979702733015913,-0.39797062226656454,-0.7014282692986404,-0.7012382407093176,-0.4825799874935307,-0.96666086572367,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,0.6007362116226294,-0.639321511895143,0.8489799501461803,-1.1090514697712588,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-1.5078979493514362,-1.5078979493514362,-1.5077597294049807,-0.8900090225148163,-1.5275956216508575,-0.8651332173923729,-0.8149023300058597,-0.15844532954984092,-1.0140599180946663,-0.34340071187702315,-0.7981386653115702,-1.4229200316410409,-0.3774531479446509,-0.5114883985988041,1.6012318991171213,-1.5020866222802145,-0.3979702733015913,-0.39797062226656454,-0.9232469023784112,-0.9231781661934052,-0.7694417923296858,-0.7952512810996447,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,-0.9049549027570517,-0.7772372340547595,-1.6387351948089577,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.5208867546549735,-0.5208867546549735,-0.5203197351677249,-0.2266999341181976,-0.37812559488587155,-0.8651332173923729,-0.5398762314551139,-0.1940081583772257,1.0605537603017159,-0.34340071187702315,-0.7981386653115702,0.10926386406234773,1.804356955781655,-0.25182639694934,-0.034241373127334516,-0.30230498090513963,-0.3979702733015913,-0.39797062226656454,0.17518457226881762,0.1758529289971997,0.23769258769290216,-0.04230366704901935,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,1.7197350415738177,-0.8094696403407379,-0.3349327647322135,0.19840557483370996,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.46893879703937014,-0.46893879703937014,-0.4683492091552378,-1.6185247670588994,-0.45081967618407165,-1.5992301349930287,-0.5398762314551139,-0.009081448474824703,-0.5991371824153898,-0.34340071187702315,0.11297853253268803,-0.27378210986349943,1.804356955781655,-0.1817078790214051,0.2721401633617324,-0.22231953814680128,-0.3979702733015913,-0.39797062226656454,0.07882630337381645,0.0794425293019978,0.29069966032566996,-0.6560706998266479,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,-0.7932110568604518,-0.32495597219110345,-0.6972362588959133,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7067638983906035,1.7067638983906035,1.7082987038383415,2.201685881028746,2.83154397999302,2.8053513706109063,1.1102803598493605,2.67235584510999,-0.34918372718691004,-0.34340071187702315,0.11297853253268803,3.7482006163578956,-0.3774531479446509,4.590914165281978,1.143817210837669,2.4172000728783636,-0.3979702733015913,-0.39797062226656454,3.41809497311515,3.420535666651778,2.5107605847098267,4.894131925841718,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,5.635858621595087,4.290973376829151,-1.3496017486897212,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1.5690131936050873,-1.5690131936050873,-1.5689015247137892,0.4590942081223745,-1.5710067199176356,0.6030606178089387,-0.5398762314551139,-0.07309454036411736,-0.6316311315950922,-0.34340071187702315,1.0240957303769465,-0.8483510707522701,1.804356955781655,-0.5400293358430432,-0.4182971019657422,-0.062348652630124624,-0.3979702733015913,-0.39797062226656454,-1.0004778309237485,-1.0004511517485983,-0.8318030542505891,-0.8809343264458334,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,-0.6513780481259241,-0.6508645285340321,-1.7770307007560322,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.1200575535555546,1.1200575535555546,1.1213374688737807,-0.8900090225148163,1.3691197727239184,-0.8651332173923729,0.8352542612986148,0.513692135287732,-1.6601895998602865,-0.34340071187702315,1.0240957303769465,0.10926386406234773,-0.3774531479446509,0.16353037491992117,-0.940440283869645,0.7375057749532586,-0.3979702733015913,-0.39797062226656454,1.9011953941274404,1.90280660942219,1.9120924702691553,0.7849509128923561,-0.17829787347384818,-0.29155505965643486,-0.0718988376049112,-0.08025723539051281,-0.18406498119548606,3.6419663306094416,0.855631145173587,-0.4994410826946387,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
